TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,SALE_PRICE,PRICE_B,BOROUGH_encoded,BUILDING_CLASS_CATEGORY_encoded,BUILDING_CLASS_AT_PRESENT_encoded,TAX_CLASS_AT_TIME_OF_SALE_encoded
2,2408,2372,1920,0,0.0,3.0,1.0,9.0,1.0
2,2120,1778,1950,1085000,1.0,3.0,1.0,9.0,1.0
2,810,1188,1925,0,0.0,3.0,1.0,11.0,1.0
2,3000,3120,1910,1850000,1.0,3.0,1.0,12.0,1.0
2,2000,3120,1910,1345000,1.0,3.0,1.0,12.0,1.0
2,1700,2520,1925,1155000,1.0,3.0,1.0,9.0,1.0
2,4520,2880,1915,0,0.0,3.0,1.0,12.0,1.0
2,2576,2346,1925,0,0.0,3.0,1.0,9.0,1.0
2,3433,2582,1920,533360,1.0,3.0,1.0,10.0,1.0
2,2900,2656,1925,0,0.0,3.0,1.0,9.0,1.0
2,2000,1458,1920,0,0.0,3.0,1.0,11.0,1.0
2,2550,2508,1920,250000,0.0,3.0,1.0,9.0,1.0
2,2784,2464,1920,0,0.0,3.0,1.0,10.0,1.0
2,2828,1254,1925,1025000,1.0,3.0,1.0,11.0,1.0
3,1900,2584,1931,985000,1.0,3.0,1.0,81.0,1.0
3,1900,2580,1931,800000,1.0,3.0,1.0,81.0,1.0
2,3625,2504,1925,1250000,1.0,3.0,1.0,10.0,1.0
2,2425,2336,1920,200000,0.0,3.0,1.0,9.0,1.0
2,2000,2230,1925,990000,1.0,3.0,1.0,9.0,1.0
3,1396,3960,1928,1550000,1.0,3.0,1.0,81.0,1.0
2,2150,2997,1925,1120000,1.0,3.0,1.0,9.0,1.0
2,2000,2504,1925,0,0.0,3.0,1.0,9.0,1.0
2,1473,1950,1925,500000,1.0,3.0,1.0,9.0,1.0
2,2325,2202,1925,0,0.0,3.0,1.0,9.0,1.0
2,2325,2202,1925,1200000,1.0,3.0,1.0,9.0,1.0
2,2325,2202,1925,0,0.0,3.0,1.0,9.0,1.0
2,1985,2620,1915,0,0.0,3.0,1.0,9.0,1.0
2,1985,2882,1915,985000,1.0,3.0,1.0,9.0,1.0
3,1756,3255,1935,1300000,1.0,3.0,1.0,81.0,1.0
3,4888,3540,1905,0,0.0,3.0,1.0,81.0,1.0
2,3566,2880,1925,0,0.0,3.0,1.0,9.0,1.0
2,3566,2880,1925,0,0.0,3.0,1.0,9.0,1.0
2,4000,2480,1925,0,0.0,3.0,1.0,9.0,1.0
2,2500,2200,1925,0,0.0,3.0,1.0,10.0,1.0
2,3000,2320,1925,1700000,1.0,3.0,1.0,10.0,1.0
2,1900,2140,1925,1200000,1.0,3.0,1.0,9.0,1.0
2,1130,1296,1925,500000,1.0,3.0,1.0,11.0,1.0
3,2000,3600,1931,0,0.0,3.0,1.0,81.0,1.0
3,2000,3600,1931,0,0.0,3.0,1.0,81.0,1.0
2,2000,2796,1910,0,0.0,3.0,1.0,9.0,1.0
2,2000,2060,1925,1065000,1.0,3.0,1.0,9.0,1.0
2,2379,2280,1925,1479000,1.0,3.0,1.0,9.0,1.0
2,2000,2000,1925,0,0.0,3.0,1.0,9.0,1.0
2,2000,2000,1925,0,0.0,3.0,1.0,9.0,1.0
3,2018,3300,1931,0,0.0,3.0,1.0,81.0,1.0
2,2363,2880,1910,0,0.0,3.0,1.0,9.0,1.0
2,2550,2120,1925,0,0.0,3.0,1.0,9.0,1.0
2,2900,4064,1970,0,0.0,3.0,1.0,9.0,1.0
3,1200,2160,1930,750000,1.0,3.0,1.0,81.0,1.0
2,2000,3138,1910,1260000,1.0,3.0,1.0,9.0,1.0
2,1992,3553,1925,1362000,1.0,3.0,1.0,9.0,1.0
2,3603,2600,1925,0,0.0,3.0,1.0,10.0,1.0
2,2000,2608,1920,0,0.0,3.0,1.0,9.0,1.0
2,2000,2608,1920,0,0.0,3.0,1.0,9.0,1.0
2,1858,1782,1925,790000,1.0,3.0,1.0,11.0,1.0
2,2000,3120,1910,0,0.0,3.0,1.0,9.0,1.0
2,2000,2850,1925,0,0.0,3.0,1.0,9.0,1.0
2,2000,2100,1901,995000,1.0,3.0,1.0,9.0,1.0
2,2000,3000,1901,1480000,1.0,3.0,1.0,9.0,1.0
2,2000,2380,1910,0,0.0,3.0,1.0,9.0,1.0
2,2177,2640,1910,0,0.0,3.0,1.0,9.0,1.0
2,3000,2220,1925,900000,1.0,3.0,1.0,10.0,1.0
2,2000,2100,1925,950000,1.0,3.0,1.0,10.0,1.0
2,2433,2096,1925,0,0.0,3.0,1.0,9.0,1.0
2,2200,3234,1925,0,0.0,3.0,1.0,9.0,1.0
2,2000,2660,1960,0,0.0,3.0,1.0,9.0,1.0
3,1600,3300,1926,0,0.0,3.0,1.0,81.0,1.0
2,1943,3360,1901,1275000,1.0,3.0,1.0,9.0,1.0
2,1920,2850,1915,1200000,1.0,3.0,1.0,9.0,1.0
2,2018,2850,1915,980000,1.0,3.0,1.0,9.0,1.0
2,1880,3459,1930,0,0.0,3.0,1.0,9.0,1.0
3,1600,3300,1920,1500000,1.0,3.0,1.0,81.0,1.0
2,2000,2392,1910,1250000,1.0,3.0,1.0,9.0,1.0
2,3583,3071,1925,0,0.0,3.0,1.0,10.0,1.0
2,2000,1480,1920,1325000,1.0,3.0,1.0,9.0,1.0
2,1863,2592,1910,1100000,1.0,3.0,1.0,10.0,1.0
2,1863,2060,1910,0,0.0,3.0,1.0,9.0,1.0
2,1863,2060,1910,0,0.0,3.0,1.0,9.0,1.0
3,2000,2520,1910,0,0.0,3.0,1.0,81.0,1.0
2,1967,2548,1925,1378000,1.0,3.0,1.0,11.0,1.0
3,2349,3300,1930,1620000,1.0,3.0,1.0,81.0,1.0
2,2000,2048,1901,1190000,1.0,3.0,1.0,9.0,1.0
2,3801,2273,1965,1650000,1.0,3.0,1.0,9.0,1.0
2,3000,2028,1920,850000,1.0,3.0,1.0,10.0,1.0
2,2367,1580,1901,0,0.0,3.0,1.0,11.0,1.0
3,1833,3036,1929,0,0.0,3.0,1.0,81.0,1.0
3,1161,3036,1929,516667,1.0,3.0,1.0,81.0,1.0
2,2333,2255,1920,750000,1.0,3.0,1.0,10.0,1.0
2,1842,1464,1920,0,0.0,3.0,1.0,9.0,1.0
2,2000,2424,1910,1150000,1.0,3.0,1.0,9.0,1.0
2,2000,2424,1910,1112500,1.0,3.0,1.0,9.0,1.0
2,3280,2178,1990,0,0.0,3.0,1.0,9.0,1.0
3,1440,2970,1931,0,0.0,3.0,1.0,81.0,1.0
2,4373,2940,1910,10,0.0,3.0,1.0,12.0,1.0
2,2187,3072,1910,950000,1.0,3.0,1.0,9.0,1.0
3,2000,2892,1899,0,0.0,3.0,1.0,81.0,1.0
3,2000,2892,1899,0,0.0,3.0,1.0,81.0,1.0
2,2500,2600,1920,0,0.0,3.0,1.0,9.0,1.0
2,2663,2668,1920,1310000,1.0,3.0,1.0,9.0,1.0
2,2410,3210,1920,1195000,1.0,3.0,1.0,9.0,1.0
2,2000,2860,1950,0,0.0,3.0,1.0,9.0,1.0
3,2000,3300,1931,0,0.0,3.0,1.0,81.0,1.0
3,2000,3300,1931,0,0.0,3.0,1.0,81.0,1.0
3,2000,2640,1931,1650000,1.0,3.0,1.0,81.0,1.0
2,2187,2018,1925,1300000,1.0,3.0,1.0,9.0,1.0
2,4000,2600,1925,1325500,1.0,3.0,1.0,10.0,1.0
2,2433,2388,1910,1200000,1.0,3.0,1.0,9.0,1.0
2,4920,3888,1925,0,0.0,3.0,1.0,9.0,1.0
2,1722,1750,1988,1150000,1.0,3.0,1.0,12.0,1.0
2,2187,2520,1910,0,0.0,3.0,1.0,9.0,1.0
2,3542,2001,1910,0,0.0,3.0,1.0,11.0,1.0
2,3542,2001,1910,0,0.0,3.0,1.0,11.0,1.0
2,2550,3350,1910,0,0.0,3.0,1.0,9.0,1.0
2,2000,2034,1920,995000,1.0,3.0,1.0,9.0,1.0
2,2633,3533,1915,0,0.0,3.0,1.0,9.0,1.0
3,2000,4500,1931,0,0.0,3.0,1.0,81.0,1.0
2,2450,2337,1905,1200000,1.0,3.0,1.0,9.0,1.0
2,2000,2080,1930,0,0.0,3.0,1.0,9.0,1.0
2,2633,2176,1930,0,0.0,3.0,1.0,9.0,1.0
2,5000,2587,1920,1920000,1.0,3.0,1.0,11.0,1.0
2,2650,3866,1915,999000,1.0,3.0,1.0,9.0,1.0
2,2367,2280,1910,0,0.0,3.0,1.0,9.0,1.0
2,2350,2470,1920,0,0.0,3.0,1.0,9.0,1.0
2,2350,2470,1920,0,0.0,3.0,1.0,9.0,1.0
2,2333,2560,1920,1300000,1.0,3.0,1.0,9.0,1.0
2,2700,1990,1920,1300000,1.0,3.0,1.0,9.0,1.0
2,1784,3150,1940,1020000,1.0,3.0,1.0,9.0,1.0
3,1980,3696,1921,0,0.0,3.0,1.0,81.0,1.0
2,2500,2550,1920,1330000,1.0,3.0,1.0,9.0,1.0
2,2500,2560,1925,1390000,1.0,3.0,1.0,9.0,1.0
2,2500,2560,1925,1375000,1.0,3.0,1.0,9.0,1.0
2,2458,2640,1925,10,0.0,3.0,1.0,9.0,1.0
2,2458,2640,1925,1083900,1.0,3.0,1.0,9.0,1.0
2,2000,2240,1925,0,0.0,3.0,1.0,9.0,1.0
2,2400,2600,1925,1250000,1.0,3.0,1.0,9.0,1.0
2,1917,2170,1910,1085000,1.0,3.0,1.0,9.0,1.0
2,2500,2640,1925,0,0.0,3.0,1.0,9.0,1.0
3,1785,3219,1921,1800000,1.0,3.0,1.0,81.0,1.0
3,1800,3024,1926,1680000,1.0,3.0,1.0,81.0,1.0
2,3333,1496,1925,0,0.0,3.0,1.0,11.0,1.0
2,3800,3314,1899,0,0.0,3.0,1.0,11.0,1.0
2,2000,1952,1910,0,0.0,3.0,1.0,9.0,1.0
2,2000,1656,1901,1100000,1.0,3.0,1.0,12.0,1.0
2,2500,2640,1930,0,0.0,3.0,1.0,10.0,1.0
2,2733,2088,1925,1200000,1.0,3.0,1.0,10.0,1.0
2,3250,2402,1925,1325000,1.0,3.0,1.0,11.0,1.0
3,790,2310,1917,0,0.0,3.0,1.0,81.0,1.0
2,2730,2160,1925,880000,1.0,3.0,1.0,9.0,1.0
2,2730,2160,1925,998000,1.0,3.0,1.0,9.0,1.0
2,3554,2480,1925,0,0.0,3.0,1.0,9.0,1.0
2,2764,2600,1925,830000,1.0,3.0,1.0,9.0,1.0
2,4950,2065,1925,1300000,1.0,3.0,1.0,10.0,1.0
2,2000,1472,1920,0,0.0,3.0,1.0,11.0,1.0
2,2000,1856,1925,970000,1.0,3.0,1.0,9.0,1.0
2,2100,2184,1925,0,0.0,3.0,1.0,9.0,1.0
2,2425,2240,1920,1435500,1.0,3.0,1.0,10.0,1.0
2,1581,1304,1960,830000,1.0,3.0,1.0,10.0,1.0
2,2906,2512,1950,0,0.0,3.0,1.0,9.0,1.0
2,2325,3512,1950,1220000,1.0,3.0,1.0,9.0,1.0
2,3127,2080,1920,1070000,1.0,3.0,1.0,10.0,1.0
2,3106,3190,1930,1250000,1.0,3.0,1.0,9.0,1.0
3,2020,2520,1911,50000,0.0,3.0,1.0,81.0,1.0
2,2000,2048,1901,0,0.0,3.0,1.0,9.0,1.0
2,2500,3300,1925,1297500,1.0,3.0,1.0,9.0,1.0
2,2300,2048,1925,1050000,1.0,3.0,1.0,10.0,1.0
2,3031,2224,1925,0,0.0,3.0,1.0,10.0,1.0
2,2002,2480,1920,1200000,1.0,3.0,1.0,9.0,1.0
2,2667,2001,1940,970000,1.0,3.0,1.0,12.0,1.0
2,2250,2200,1925,1200000,1.0,3.0,1.0,9.0,1.0
2,2000,1750,1925,1375000,1.0,3.0,1.0,9.0,1.0
2,2000,2120,1925,0,0.0,3.0,1.0,9.0,1.0
2,2500,1684,1905,0,0.0,3.0,1.0,10.0,1.0
3,1700,3300,1919,1775000,1.0,3.0,1.0,81.0,1.0
3,1700,3300,1919,0,0.0,3.0,1.0,81.0,1.0
2,2600,1928,1915,1099000,1.0,3.0,1.0,9.0,1.0
2,1900,1080,1899,848000,1.0,3.0,1.0,10.0,1.0
2,2375,2208,1925,0,0.0,3.0,1.0,9.0,1.0
3,2500,3200,1916,0,0.0,3.0,1.0,81.0,1.0
2,2550,2280,1925,1044000,1.0,3.0,1.0,9.0,1.0
2,1667,1476,1925,0,0.0,3.0,1.0,9.0,1.0
2,1850,2124,1915,1075000,1.0,3.0,1.0,9.0,1.0
2,2500,2400,1925,0,0.0,3.0,1.0,9.0,1.0
2,2250,2232,1930,0,0.0,3.0,1.0,9.0,1.0
2,2250,2232,1930,0,0.0,3.0,1.0,9.0,1.0
2,2200,2232,1930,0,0.0,3.0,1.0,9.0,1.0
2,2450,2520,1930,0,0.0,3.0,1.0,9.0,1.0
3,1667,4160,1905,0,0.0,3.0,1.0,81.0,1.0
2,2000,1640,1950,0,0.0,3.0,1.0,9.0,1.0
2,3000,2370,1910,0,0.0,3.0,1.0,10.0,1.0
2,2000,2080,1925,981000,1.0,3.0,1.0,10.0,1.0
2,2542,2160,1901,0,0.0,3.0,1.0,11.0,1.0
2,1620,1890,1940,0,0.0,3.0,1.0,9.0,1.0
2,2446,1728,1925,0,0.0,3.0,1.0,10.0,1.0
2,2083,1988,1940,0,0.0,3.0,1.0,12.0,1.0
2,2951,2904,1940,880000,1.0,3.0,1.0,11.0,1.0
2,3147,2698,1970,0,0.0,3.0,1.0,9.0,1.0
2,2170,2072,1925,985000,1.0,3.0,1.0,11.0,1.0
3,1762,2920,1910,999000,1.0,3.0,2.0,13.0,1.0
3,1700,3400,1930,0,0.0,3.0,2.0,13.0,1.0
3,2120,2880,1899,0,0.0,3.0,2.0,13.0,1.0
3,4299,2776,1905,1500000,1.0,3.0,2.0,13.0,1.0
3,1990,2046,1925,0,0.0,3.0,2.0,13.0,1.0
3,2000,3000,1901,1395000,1.0,3.0,2.0,13.0,1.0
3,1802,3760,1910,0,0.0,3.0,2.0,13.0,1.0
3,1933,2821,1965,0,0.0,3.0,2.0,13.0,1.0
3,1933,2821,1965,0,0.0,3.0,2.0,13.0,1.0
3,2000,3300,1915,1110000,1.0,3.0,2.0,13.0,1.0
3,1875,3396,1910,1437500,1.0,3.0,2.0,13.0,1.0
3,2187,3025,1920,1640000,1.0,3.0,2.0,13.0,1.0
3,2187,2752,1925,1560000,1.0,3.0,2.0,13.0,1.0
3,2000,3030,1920,0,0.0,3.0,2.0,13.0,1.0
3,2000,2940,1910,0,0.0,3.0,2.0,13.0,1.0
3,4000,3102,1915,0,0.0,3.0,2.0,13.0,1.0
3,2500,1598,1930,0,0.0,3.0,2.0,13.0,1.0
3,4000,1571,1910,0,0.0,3.0,2.0,13.0,1.0
3,2256,3040,1955,1250000,1.0,3.0,2.0,13.0,1.0
3,2222,3400,1980,1825000,1.0,3.0,2.0,13.0,1.0
3,2050,3124,2003,0,0.0,3.0,2.0,13.0,1.0
1,0,0,2002,98000,0.0,3.0,3.0,64.0,1.0
1,0,0,2002,302000,0.0,3.0,3.0,64.0,1.0
1,0,0,2002,410000,0.0,3.0,3.0,64.0,1.0
1,0,0,2002,535000,1.0,3.0,3.0,64.0,1.0
1,0,0,2002,0,0.0,3.0,3.0,64.0,1.0
1,0,0,2002,370000,0.0,3.0,3.0,64.0,1.0
1,0,0,2000,0,0.0,3.0,3.0,64.0,1.0
1,0,0,2000,0,0.0,3.0,3.0,64.0,1.0
1,0,0,1984,631564,1.0,3.0,3.0,64.0,1.0
1,0,0,2005,842500,1.0,3.0,3.0,64.0,1.0
1,0,0,2001,785000,1.0,3.0,3.0,64.0,1.0
1,0,0,1985,400000,0.0,3.0,3.0,64.0,1.0
1,0,0,1992,385000,0.0,3.0,3.0,64.0,1.0
1,0,0,2010,922073,1.0,3.0,3.0,64.0,1.0
0,0,0,1930,180000,0.0,3.0,7.0,14.0,2.0
0,0,0,1969,500000,1.0,3.0,7.0,14.0,2.0
0,0,0,1969,445000,0.0,3.0,7.0,14.0,2.0
0,0,0,1986,520000,1.0,3.0,7.0,14.0,2.0
0,0,0,1986,0,0.0,3.0,7.0,14.0,2.0
0,0,0,1978,200000,0.0,3.0,7.0,14.0,2.0
0,0,0,1975,147000,0.0,3.0,7.0,14.0,2.0
0,0,0,1943,240000,0.0,3.0,7.0,14.0,2.0
0,0,0,1973,172000,0.0,3.0,7.0,14.0,2.0
0,0,0,1973,0,0.0,3.0,7.0,14.0,2.0
0,0,0,1981,492000,1.0,3.0,7.0,14.0,2.0
0,0,0,1981,300000,0.0,3.0,7.0,14.0,2.0
0,0,0,1981,500000,1.0,3.0,7.0,14.0,2.0
0,0,0,1926,0,0.0,3.0,7.0,14.0,2.0
0,0,0,1926,230000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,155000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,185000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,250000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,305000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,280000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,191000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,260000,0.0,3.0,7.0,14.0,2.0
0,0,0,1926,203000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,550000,1.0,3.0,7.0,14.0,2.0
0,0,0,1983,227000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,325000,0.0,3.0,7.0,14.0,2.0
0,0,0,1983,0,0.0,3.0,7.0,14.0,2.0
0,0,0,1926,10,0.0,3.0,7.0,14.0,2.0
0,0,0,1926,290000,0.0,3.0,7.0,14.0,2.0
0,0,0,1963,327356,0.0,3.0,8.0,17.0,2.0
0,0,0,1963,299900,0.0,3.0,8.0,17.0,2.0
0,0,0,1963,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1954,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1954,395000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,297000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,265000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,265000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,360000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,390000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,325000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,479000,0.0,3.0,8.0,17.0,2.0
0,0,0,1938,200000,0.0,3.0,8.0,17.0,2.0
0,0,0,1938,245000,0.0,3.0,8.0,17.0,2.0
0,0,0,1938,110000,0.0,3.0,8.0,17.0,2.0
0,0,0,1952,285000,0.0,3.0,8.0,17.0,2.0
0,0,0,1952,499000,1.0,3.0,8.0,17.0,2.0
0,0,0,1952,450000,0.0,3.0,8.0,17.0,2.0
0,0,0,1952,17500,0.0,3.0,8.0,17.0,2.0
0,0,0,1952,475000,0.0,3.0,8.0,17.0,2.0
0,0,0,1952,533000,1.0,3.0,8.0,17.0,2.0
0,0,0,1952,530000,1.0,3.0,8.0,17.0,2.0
0,0,0,1952,325000,0.0,3.0,8.0,17.0,2.0
0,0,0,1963,279000,0.0,3.0,8.0,17.0,2.0
0,0,0,1953,320000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,185000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,450000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,575000,1.0,3.0,8.0,17.0,2.0
0,0,0,1931,600000,1.0,3.0,8.0,17.0,2.0
0,0,0,1931,358000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,268637,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,355000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,599000,1.0,3.0,8.0,17.0,2.0
0,0,0,1931,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,258000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,325000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,347000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,250000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,260000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,251000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,414000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,315000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,300000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,451000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,420000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,420000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,295000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,250000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,450000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,225000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,235000,0.0,3.0,8.0,17.0,2.0
0,0,0,1950,328000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,250000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,155000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,140000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,180000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,490000,1.0,3.0,8.0,17.0,2.0
0,0,0,1932,276500,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,290000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,137000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,160000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,250000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,180000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,248565,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,355050,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,355050,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,466250,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,555000,1.0,3.0,8.0,17.0,2.0
0,0,0,1932,325000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,175000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,429000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,383000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,175000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,270000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,335000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,289000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,323000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,467000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,199000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,480000,1.0,3.0,8.0,17.0,2.0
0,0,0,1955,735000,1.0,3.0,8.0,17.0,2.0
0,0,0,1957,463000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,370000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,463000,0.0,3.0,8.0,17.0,2.0
0,0,0,1957,465000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,311160,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,271000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,473000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,300000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,155000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,266000,0.0,3.0,8.0,17.0,2.0
0,0,0,1936,344415,0.0,3.0,8.0,17.0,2.0
0,0,0,1956,235000,0.0,3.0,8.0,17.0,2.0
0,0,0,1956,290000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,170000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,180000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,300000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,278000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,161500,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,270000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,250000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,420000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,315000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,315000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,329000,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,385000,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,386334,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,350000,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,395000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,554850,1.0,3.0,8.0,17.0,2.0
0,0,0,1928,326613,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,311000,0.0,3.0,8.0,17.0,2.0
0,0,0,1928,317000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,501000,1.0,3.0,8.0,17.0,2.0
0,0,0,1924,395000,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,370265,0.0,3.0,8.0,17.0,2.0
0,0,0,1924,521000,1.0,3.0,8.0,17.0,2.0
0,0,0,1940,290000,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,335000,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,328000,0.0,3.0,8.0,17.0,2.0
0,0,0,1940,360000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,550000,1.0,3.0,8.0,17.0,2.0
0,0,0,1927,601000,1.0,3.0,8.0,17.0,2.0
0,0,0,1927,250000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,240000,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,305000,0.0,3.0,8.0,17.0,2.0
0,0,0,1934,345000,0.0,3.0,8.0,17.0,2.0
0,0,0,1934,365000,0.0,3.0,8.0,17.0,2.0
0,0,0,1934,300000,0.0,3.0,8.0,17.0,2.0
0,0,0,1934,300000,0.0,3.0,8.0,17.0,2.0
0,0,0,1954,280000,0.0,3.0,8.0,17.0,2.0
0,0,0,1954,300000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,307000,0.0,3.0,8.0,17.0,2.0
0,0,0,1931,499000,1.0,3.0,8.0,17.0,2.0
0,0,0,1963,475000,0.0,3.0,8.0,17.0,2.0
0,0,0,1963,420000,0.0,3.0,8.0,17.0,2.0
0,0,0,1963,735000,1.0,3.0,8.0,17.0,2.0
0,0,0,1954,115000,0.0,3.0,8.0,17.0,2.0
0,0,0,1934,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1934,485000,1.0,3.0,8.0,17.0,2.0
0,0,0,1932,340000,0.0,3.0,8.0,17.0,2.0
0,0,0,1932,735000,1.0,3.0,8.0,17.0,2.0
0,0,0,1932,405000,0.0,3.0,8.0,17.0,2.0
0,0,0,1962,465000,0.0,3.0,8.0,17.0,2.0
0,0,0,1962,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,145000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,219000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,285000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,239000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,330000,0.0,3.0,8.0,17.0,2.0
0,0,0,1955,0,0.0,3.0,8.0,17.0,2.0
0,0,0,1927,179000,0.0,3.0,8.0,17.0,2.0
