BOROUGH,BUILDING_CLASS_CATEGORY,BUILDING_CLASS_AT_PRESENT,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,SALE_PRICE,PRICE_B
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,190000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,200000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,287500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,147000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,187500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,174000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,258570,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,163354,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,315000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,175000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1951,2,146000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,121500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,450000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,430000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,150000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,403000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,370000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,120000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1957,2,315000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,250000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,205000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,240000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,290000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,35000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,140000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,400000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1958,2,89000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,157500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,136000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,225000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,199000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,128500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,390000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,583000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,220000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,262000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,253000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,295000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,520000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,450000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1956,2,248222,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1956,2,130000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1956,2,350000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1932,2,845000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1932,2,147000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1932,2,195960,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1932,2,281350,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1932,2,145000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,290000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,200000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,297500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,320000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1955,2,470000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,365000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,375000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,285000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,455000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,355000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,379000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,289000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,195000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,328750,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,166000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,138000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,145000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,150000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,145000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,370000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,130000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1965,2,220000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1965,2,230000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1965,2,479000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,125000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,83000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,134000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,250000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,115000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,120000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,215000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1958,2,190000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1959,2,102600,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1959,2,185625,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1959,2,107458,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,190000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,186000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,245000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,175000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,170000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,245000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,600000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,220000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,220000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,173000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,700000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,255000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1970,2,515000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,378415,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,380650,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,387600,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,195000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,615000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,439500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,525000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,476000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,218000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,517000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,235000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,500000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,350000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,250000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,330000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,220000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,230000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,500000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,555000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,440000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,448000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,470000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,307000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,683000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,607500,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,307000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,210000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,225000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,375000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,380000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,265000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,290000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,107000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,230000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,270000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,667500,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,460000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,175000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,370000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,180000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,335000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,159800,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,157500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,320000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,300000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,30000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,310000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,405000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,539000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,459000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,500000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,430000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,242500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,255000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,520000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,330000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,370000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,337000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,259000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,232000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,485000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,379500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,280000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1953,2,500000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,181000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,350000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,380000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,199000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,347000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,315000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,218000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,240000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,400000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,335000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,335000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,332500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,182500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,125000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,405000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,487000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,585000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,485000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,369000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,159000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,339500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,815000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,144000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,180000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,187500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,299900,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,297950,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,150000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,277500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,480000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,287500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,245000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,315000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,335634,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,318000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,285000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1954,2,300000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,290000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,135000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,245000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,108000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,155000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,309000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,250000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1960,2,352893,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,133000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1963,2,189000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,195000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,225000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1952,2,216000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,317000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,311500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,110000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,146500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,375000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,175000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,225000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,332500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,160000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,225000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,220000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1939,2,295000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,240000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,118000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,580000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,281000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,182000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,165000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,235000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,337500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,390000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,200000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,380000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,238000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,192000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,245000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,265000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,290000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,250000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,209000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,207000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,430000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,725000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,190000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,165000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,355000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,323000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,185000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,177500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,215000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,162000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,109000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,158000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,200000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,250000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,385000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,229000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,255000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,465000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1961,2,285000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,575000,1.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,350000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,149000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,390000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,263000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,277000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,159000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,420000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,207000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,315000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,193000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,245000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,145000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,410000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,320000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,257000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,420000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,0,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,134000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,460000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,240000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,164500,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,210000,0.0
2,10 COOPS - ELEVATOR APARTMENTS             ,D4,0,0,0,1962,2,423000,0.0
